sku;Brand;name;genere;price;url;img;appoggio;categ_running;tipo_runner;obiettivo_runner;peso_runner;larghezza_pianta;superficie_di_corsa;comfort_scarpa_running
F0HOSG1110519BLUE;Hoka;Hoka Bondi 7 da Donna Azzurra;Donna;112.500000;https://sportnetit.com/hoka-bondi-7-da-donna-blu.html;https://sportnetit.com/pub/media/catalog/product/h/o/hoka-bondi-7-da-donna-azzurra.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Runner Assiduo,Podista;15-21 km,21-42 km,42 km ed Oltre;40-60 kg,Sopra 60 kg;Media,Larga;Strada,Palestra/Tapis Roulant;Morbida,Durevole
F0HOSG1110518GRY;Hoka;Hoka Bondi 7 da Uomo Grigia;Uomo;112.500000;https://sportnetit.com/hoka-bondi-7-da-uomo-grigia.html;https://sportnetit.com/pub/media/catalog/product/h/o/hoka-bondi-7-da-uomo-grigia.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Runner Assiduo,Podista;15-21 km,21-42 km,42 km ed Oltre;80-100 kg,Sopra 100 kg;Media,Larga;Strada,Palestra/Tapis Roulant;Morbida,Durevole
F0HOSG1110518BLUE;Hoka;Hoka Bondi 7 da Uomo Blu;Uomo;112.500000;https://sportnetit.com/hoka-bondi-7-da-uomo-blu.html;https://sportnetit.com/pub/media/catalog/product/h/o/hoka-bondi-7-da-uomo-blu.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Runner Assiduo,Podista;15-21 km,21-42 km,42 km ed Oltre;80-100 kg,Sopra 100 kg;Media,Larga;Strada,Palestra/Tapis Roulant;Morbida,Durevole
F0HOSG1110512TOFU;Hoka;Hoka Carbon X Spe Edition Tofu;Uomo;120.000000;https://sportnetit.com/hoka-carbon-x-spe-tofu.html;https://sportnetit.com/pub/media/catalog/product/h/o/hoka-carbon-x-spe-tofu.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km,21-42 km,42 km ed Oltre;60-80 kg,80-100 kg;Media;Strada;Performance
F0HOSG1110509BLK;Hoka;Hoka Clifton 7 da Donna Blu;Donna;105.000000;https://sportnetit.com/hoka-clifton-7-da-donna-nera-bianca.html;https://sportnetit.com/pub/media/catalog/product/h/o/hoka-clifton-7-da-donna-blu.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km,21-42 km,42 km ed Oltre;Meno di 40 kg,40-60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
F0HOSG1110508TOFU;Hoka;Hoka Clifton 7 da Uomo Tofu;Uomo;105.000000;https://sportnetit.com/hoka-clifton-7-da-uomo-tofu.html;https://sportnetit.com/pub/media/catalog/product/h/o/hoka-clifton-7-da-uomo-tofu.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km,21-42 km,42 km ed Oltre;60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
F0HOSG1110508OCE;Hoka;Hoka Clifton 7 da Uomo Oceano;Uomo;105.000000;https://sportnetit.com/hoka-clifton-7-da-uomo-oceano.html;https://sportnetit.com/pub/media/catalog/product/h/o/hoka-clifton-7-da-uomo-oceano.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km,21-42 km,42 km ed Oltre;60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
F0HOSG1110508GRY;Hoka;Hoka Clifton 7 da Uomo Blu;Uomo;105.000000;https://sportnetit.com/hoka-clifton-7-da-uomo-blu.html;https://sportnetit.com/pub/media/catalog/product/h/o/hoka-clifton-7-da-uomo-blu.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km,21-42 km,42 km ed Oltre;60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
F0HOSG1110508BLK;Hoka;Hoka Clifton 7 da Uomo Nera;Uomo;105.000000;https://sportnetit.com/hoka-clifton-7-da-uomo-nera.html;https://sportnetit.com/pub/media/catalog/product/h/o/hoka-clifton-7-da-uomo-nera.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km,21-42 km,42 km ed Oltre;60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
F0ASSG1011A767400;Asics;Asics Gel Kayano 27 da Uomo Peacot-Piedmont Grey;Uomo;129.000000;https://sportnetit.com/asics-gel-kayano-27-da-uomo-400.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gel-kayano-27-da-uomo-peacot-piedmont-grey.jpg;Pronazione;(A4) Ammortizzata-Stabile;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;80-100 kg,Sopra 100 kg;Media;Strada;Morbida,Durevole
F0ADSGEG8662U;Adidas;Adidas Duramo 9 Grey;Uomo;44.000000;https://sportnetit.com/adidas-duramo-9-grey.html;https://sportnetit.com/pub/media/catalog/product/a/d/adidas-duramo-9-grey.jpg;;;;;;;;
F0ADSGEG8609BLK;Adidas;Adidas Runfalcon Black - Sigcor;Uomo;40.000000;https://sportnetit.com/adidas-runfalcon-nere-sigcor.html;https://sportnetit.com/pub/media/catalog/product/a/d/adidas-runfalcon-black---sigcor.jpg;;;;;;;;
F0DISG175618C1656;Diadora;Diadora Mythos Blushield 5 Corsair Silver;Uomo;95.000000;https://sportnetit.com/diadora-mythos-blushield-5-c1656-corsair-silver.html;https://sportnetit.com/pub/media/catalog/product/d/i/diadora-mythos-blushield-5-corsair-silver.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma,Runner Assiduo;5-10 km,15-21 km;Meno di 60 kg,60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
F0DISG175614C0787;Diadora;Diadora Mythos Blushield Hip 5 Black Silver;Uomo;95.000000;https://sportnetit.com/diadora-mythos-blushield-hip-5-c0787-black-silver.html;https://sportnetit.com/pub/media/catalog/product/d/i/diadora-mythos-blushield-hip-5-black-silver.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma,Runner Assiduo;5-10 km,15-21 km;Meno di 60 kg,60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
F0DISG175619C8901;Diadora;Diadora Mythos Blushield 5 Majesty Hyacinth Violet da Donna;Donna;95.000000;https://sportnetit.com/diadora-donna-running-mythos-blushield-5-violet-donna.html;https://sportnetit.com/pub/media/catalog/product/d/i/diadora-mythos-blushield-5-majesty-hyacinth-violet-da-donna.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma;5-10 km,15-21 km;40-60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
F0BOSG1203381424;Brooks;Brooks Ghost 13 da Donna Blue Coral White;Donna;105.000000;https://sportnetit.com/brooks-ghost-13-da-donna-424-blue-coral-white.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-ghost-13-da-donna-blue-coral-white.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 40 kg,40-60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
F0BOSG1203381061;Brooks;Brooks Ghost 13 da Donna Black Ebony Coral;Donna;105.000000;https://sportnetit.com/brooks-ghost-13-da-donna-061-black-ebony-coral.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-ghost-13-da-donna-black-ebony-coral.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 40 kg,40-60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
F0BOSG1202961010;Brooks;Brooks Adrenaline 20 da Donna Black Coral White;Donna;98.000000;https://sportnetit.com/brooks-adrenaline-20-da-donna-010-black-coral-white.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-adrenaline-20-da-donna-black-coral-white.jpg;Pronazione;(A4) Ammortizzata-Stabile;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 40 kg,40-60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
S0BOSG1102971435;Brooks;Brooks Launch 6 da Uomo Bluebird Peacoat Shade;Uomo;85.000000;https://sportnetit.com/brooks-launch-6-da-uomo-435-bluebird-peacoat-shade.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-launch-6-da-uomo-bluebird-peacoat-shade.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Performance
F0BOSG1103481668;Brooks;Brooks Ghost 13 da Uomo Samba Black White;Uomo;105.000000;https://sportnetit.com/brooks-ghost-13-da-uomo-samba-black-white.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-ghost-13-da-uomo-samba-black-white.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;Sopra 60 kg,Meno di 60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
F0BOSG1103311043;Brooks;Brooks Transcend 7 da Uomo Black Cherry Tomato White;Uomo;119.000000;https://sportnetit.com/brooks-transcend-7-da-uomo-black-cherry-tomato-white.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-transcend-7-da-uomo-black-cherry-tomato-white.jpg;Pronazione;(A4) Ammortizzata-Stabile;Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;80-100 kg,Sopra 100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
F0BOSG1103234064;Brooks;Brooks Dyad 11 da Uomo Pianta Extra Larga (4E) Black-Ebony-Blue;Uomo;109.000000;https://sportnetit.com/brooks-dyad-11-da-uomo-pianta-extra-larga-4e-black-ebony-blue.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-dyad-11-da-uomo-pianta-larga-_2e_-black-ebony-blue.jpg;Neutro;(A4) Ammortizzata-Stabile;Camminata,Tenersi in Forma;Meno di 5km,5-10 km,15-21 km;80-100 kg,Sopra 100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
F0SLSK41117400;Salomon;Salomon Speedcross 5 Goretex Martini Olive Peat Arrowwood;Uomo;112.000000;https://sportnetit.com/salomon-speedcross-5-goretex-41117400-martini-arrowwood.html;https://sportnetit.com/pub/media/catalog/product/s/a/salomon-speedcross-5-goretex-martini-olive-peat-arrowwood.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg,80-100 kg;Stretta,Media;Sterrato;Morbida,Performance
F0SLSK41106300BLK;Salomon;Salomon Alphacross Blast Goretex Black da Donna;Donna;89.000000;https://sportnetit.com/salomon-alphacross-blast-goretex-da-donna-black.html;https://sportnetit.com/pub/media/catalog/product/s/a/salomon-alphacross-blast-goretex-black-da-donna.jpg;;;;;;;;
F0ASSG1011A823003;Asics;Asics Patriot 12 da Uomo Black-Black;Uomo;39.000000;https://sportnetit.com/asics-patriot-12-da-uomo-black-black.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-patriot-12-da-uomo-black-black.jpg;;;;;;;;
F0ASSG1014A139401;Asics;Asics Patriot 12 da Bambino Directoire Blue-Black;Bambino;39.000000;https://sportnetit.com/asics-patriot-12-da-bambino-401.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-patriot-12-da-bambino-directoire-blue-black.jpg;;;;;;;;
F0ASSG1012A741022;Asics;Asics Gel Cumulus 22 da Donna Carrier Grey-Black;Donna;95.000000;https://sportnetit.com/asics-gel-cumulus-22-da-donna-022.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gel-cumulus-22-da-donna-carrier-grey-black.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma,Runner Assiduo;Meno di 5km,5-10 km,15-21 km,21-42 km;Meno di 40 kg,40-60 kg;Stretta,Media;Strada,Palestra/Tapis Roulant;Morbida
F0ASSG1012A705400;Asics;Asics Patriot 12 da Donna Azzurra;Donna;39.000000;https://sportnetit.com/asics-patriot-12-da-donna-400.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-patriot-12-da-donna-azzurra.jpg;;;;;;;;
F0ASSG1012A871401;Asics;Asics Gel Sileo 2 da Donna 401;Donna;59.000000;https://sportnetit.com/asics-gel-sileo-2-da-donna-401.html;;;;;;;;;
F0SLSK40795300BLK;Salomon;Salomon Speedcross 5 Gtx Nere;Uomo;112.000000;https://sportnetit.com/salomon-speedcross-5-gtx-nere.html;https://sportnetit.com/pub/media/catalog/product/s/a/salomon-speedcross-5-gtx-nere.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg,80-100 kg;Stretta,Media;Sterrato;Morbida,Performance
F0ORSG00001901;On Cloud;On Cloud Scarpe Black-White Running da Uomo;Uomo;102.000000;https://sportnetit.com/on-cloud-scarpa-man-cloud-running-uomo-black.html;https://sportnetit.com/pub/media/catalog/product/o/n/on-cloud-scarpe-black-white-running-da-uomo.jpg;;;;;;;;
15044;Asics;Asics Gt 1000 9 Peacoat Black da Bambina;Bambina;42.000000;https://sportnetit.com/asics-gt-1000-9-peacoat-black-da-bambina.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gt-1000-9-peacoat-black-da-bambina.jpg;Pronazione;JR-Antipronazione;;;;;Strada,Palestra/Tapis Roulant;
F0ASSG1014A151004;Asics;Asics Gt 1000 9 Metropolis Black da Bambino;Bambino;48.000000;https://sportnetit.com/asics-gt-1000-9-metropolis-black-da-bambino.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gt-1000-9-metropolis-black-da-bambino.jpg;Pronazione;JR-Antipronazione;;;;;Strada,Palestra/Tapis Roulant;
F0ASSG1014A148021;Asics;Asics Gel Cumulus 22 Piedmont Grey Pink Glo da Ragazza;Bambina;56.000000;https://sportnetit.com/asics-gel-cumulus-22-piedmont-grey-pink-glo-da-ragazza.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gel-cumulus-22-piedmont-grey-pink-glo-da-ragazza-0.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma,Runner Assiduo;Meno di 5km,5-10 km,15-21 km,21-42 km;Meno di 40 kg,40-60 kg;Stretta,Media;Strada,Palestra/Tapis Roulant;Morbida
F0ASSG1011A995402;Asics;Asics Gel Sileo 2 Peacoat Electric Blue da Uomo;Uomo;59.000000;https://sportnetit.com/asics-gel-sileo-2-peacoat-electric-blue-da-uomo.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gel-sileo-2-peacoat-electric-blue-da-uomo-7.jpg;;;;;;;;
F0ASSG1011A995020;Asics;Asics Gel Sileo 2 Graphite Grey Safety Yellow da Uomo;Uomo;59.000000;https://sportnetit.com/asics-gel-sileo-2-graphite-grey-safety-yellow-da-uomo.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gel-sileo-2-graphite-grey-safety-yellow-da-uomo.jpg;;;;;;;;
15314;Asics;Asics Metaride Black-Classic Red;Uomo;175.000000;https://sportnetit.com/asics-metaride-001.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-metaride-black-classic-red.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km,21-42 km,42 km ed Oltre;60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Performance
F0ASSG1011A681001;Asics;Asics Novablast da Uomo Nera-Bianca-Arancione;Uomo;109.000000;https://sportnetit.com/asics-novablast-nera-bianca-arancione.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-novablast-nera-bianca-arancione.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
F0MZSGGD200940;Mizuno;Mizuno Wave Skyrise Donna Frost Grey-WhiteSand Scubab;Donna;84.000000;https://sportnetit.com/mizuno-wave-skyrise-40.html;https://sportnetit.com/pub/media/catalog/product/m/i/mizuno-wave-skyrise-donna-frost-grey-whitesand-scubab.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
F0MZSGGC200916;Mizuno;Mizuno Wave Skyrise da Uomo Grey-Phantom-Syellow;Uomo;84.000000;https://sportnetit.com/amizuno-wave-skyrise-16.html;https://sportnetit.com/pub/media/catalog/product/m/i/mizuno-wave-skyrise-da-uomo-fgrey-phantom-syellow-4.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
F0ASSG1011A823750;Asics;Asics Patriot 12 Safety Yellow Black;Uomo;39.000000;https://sportnetit.com/asics-running-patriot-12-safety-safety-black.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-running-patriot-12-safety-yellow-black.jpg;;;;;;;;
F0ASSG1011A823401;Asics;Asics Patriot 12 Magnetic Blue Black;Uomo;39.000000;https://sportnetit.com/asics-running-patriot-12-magnetic-blue-black.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-running-patriot-12-magnetic-blue-black.jpg;;;;;;;;
F0UASG3022587108;Under Armour;Under Armour Hovr Infinite 2 Grigia-Oro da Uomo;Uomo;98.000000;https://sportnetit.com/under-armour-hovr-infinite-2-108.html;https://sportnetit.com/pub/media/catalog/product/u/n/under-armour-hovr-infinite-2-grigia-oro-da-uomo.jpg;Neutro;;Tenersi in Forma,Runner Assiduo;5-10 km,15-21 km;60-80 kg,80-100 kg;Media,Larga;Strada;Morbida,Performance
F0UASG3021939500;Under Armour;Under Armour Hovr Machina Grigio Antracite-Oro;Uomo;112.000000;https://sportnetit.com/under-armour-hovr-machin-500.html;https://sportnetit.com/pub/media/catalog/product/u/n/under-armour-hovr-machina-nero-oro.jpg;;;;;;;;
F0ASSG1012A705002;Asics;Asics Patriot 12 da Donna Nera-Rosa;Donna;39.000000;https://sportnetit.com/asics-patriot-12-da-donna-nera-grigia.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-patriot-12-da-donna-nera-rosa.jpg;;;;;;;;
45843;New Balance;New Balance Fresh Foam 1080v10 Azzurro- Orange;Uomo;119.000000;https://sportnetit.com/loggami/catalog/product/view/id/80423/s/new-balance-m1080-running-scarpe-a3-blu/key/bf0fd432b15ffb7fa87e37deede439797a8c5f9a9c56e525cd569604d68052fd/;https://sportnetit.com/pub/media/catalog/product/n/e/new-balance-fresh-foam-1080v10-azzurro--orange.jpg;;;;;;;;
45842;New Balance;New Balance Fresh Foam 1080v10 Royal Green;Uomo;119.000000;https://sportnetit.com/new-balance-m1080-running-scarpe-a3-blu.html;https://sportnetit.com/pub/media/catalog/product/n/e/new-balance-fresh-foam-1080v10-royal-green.jpg;;;;;;;;
45841;New Balance;New Balance Fresh Foam 1080v10 Running Black with Steel;Uomo;119.000000;https://sportnetit.com/new-balance-nbm1080-running-scarpe-a3-nero.html;https://sportnetit.com/pub/media/catalog/product/n/e/new-balance-fresh-foam-1080v10-running-black-with-steel.jpg;;;;;;;;
14278;Hoka;Hoka Carbon X Spe Plain Air-Bird Of Paradise;Uomo;120.000000;https://sportnetit.com/hoka-hoka-scarpa-runn-carbon-x-spe-1110512.html;https://sportnetit.com/pub/media/catalog/product/h/o/hoka-carbon-x-special-edition-plain-air-bird-of-paradise.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km,21-42 km,42 km ed Oltre;60-80 kg,80-100 kg;Media;Strada;Performance
46503;Brooks;Brooks Adrenaline GTS 21 Uomo Black;Uomo;126.000000;https://sportnetit.com/brooks-adrenaline-gts-21-020-110349.html;https://sportnetit.com/pub/media/catalog/product/a/d/adrenaline-gts21-uomo-110349-20-nera.jpg;Pronazione;(A4) Ammortizzata-Stabile;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
46502;Brooks;Brooks Ghost 13 Uomo Black;Uomo;119.000000;https://sportnetit.com/brooks-ghost-13-072-110348.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-ghost-13-uomo-110348-72-nero.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;Meno di 60 kg,60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
46501;Brooks;Brooks Ghost 13 Uomo Grey-Green;Uomo;119.000000;https://sportnetit.com/brooks-ghost-13-055-110348.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-ghost-13-uomo-110348-55-grigio-verde.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;Meno di 60 kg,60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
46500;Brooks;Brooks Hyperion Tempo Uomo Black;Uomo;139.000000;https://sportnetit.com/brooks-hyperion-tempo-091-110339.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-hyperion-tempo-nera-da-uomo-110339-91.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg;Stretta,Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
46499;Brooks;Brooks Dyad 11 Uomo Grey;Uomo;126.000000;https://sportnetit.com/brooks-dyad-11-071-110323.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-dyad-11-110323-71-scarpa-running-uomo.jpg;Neutro;(A4) Ammortizzata-Stabile;Camminata,Tenersi in Forma;Meno di 5km,5-10 km,15-21 km;80-100 kg,Sopra 100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
46498;Brooks;Brooks Dyad 11 Uomo Black;Uomo;109.000000;https://sportnetit.com/brooks-dyad-11-064-110323.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-dyad-11-110323-64-scarpa-running-uomo-nera.jpg;Neutro;(A4) Ammortizzata-Stabile;Camminata,Tenersi in Forma;Meno di 5km,5-10 km,15-21 km;80-100 kg,Sopra 100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
46497;Brooks;Brooks Hyperion Elite 2 Uomo Grey;Uomo;225.000000;https://sportnetit.com/brooks-hyperion-elite-2-111-100037.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-hyperion-elite-100037-11-grigia-da-uomo-2.jpg;Neutro;(A2) Performance;Podista;15-21 km,21-42 km,42 km ed Oltre;Meno di 60 kg,60-80 kg,80-100 kg;Media;Strada;Performance
46496;Brooks;Brooks Glycerin GTS 19 Donna Ice Flow-Navy Pink;Donna;144.500000;https://sportnetit.com/brooks-glycerin-gts-19-w-110-120344.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-glycerin-gts-19-donna-120344-110-iceflow-navy-pink.jpg;Pronazione;(A4) Ammortizzata-Stabile;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;40-60 kg,Sopra 60 kg;Media;Strada;Morbida,Durevole
46495;Brooks;Brooks Glycerin GTS 19 Donna Black-PrimeRose;Donna;144.500000;https://sportnetit.com/brooks-glycerin-gts-19-w-086-120344.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-glycerin-gts-19-donna-120344-86-black-pink.jpg;Pronazione;(A4) Ammortizzata-Stabile;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;40-60 kg,Sopra 60 kg;Media;Strada;Morbida,Durevole
46494;Brooks;Brooks Adrenaline GTS 21 Uomo Blu-Indigo;Uomo;126.000000;https://sportnetit.com/brooks-adrenaline-gts-21-441-110349.html;https://sportnetit.com/pub/media/catalog/product/a/d/adrenaline-gts21-uomo-110349-441-blu-indigo.jpg;Pronazione;(A4) Ammortizzata-Stabile;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
46492;Brooks;Brooks Dyad 11 (2E) Uomo Black - Pianta Larga;Uomo;109.200000;https://sportnetit.com/brooks-dyad-11-wide-064-110323.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-dyad-11-110323-64-scarpa-running-uomo-nera.jpg;Neutro;(A4) Ammortizzata-Stabile;Camminata,Tenersi in Forma;Meno di 5km,5-10 km,15-21 km;80-100 kg,Sopra 100 kg;Larga;Strada,Palestra/Tapis Roulant;Morbida,Durevole
46491;Brooks;Brooks Glycerin 19 Donna Black-PrimeRose;Donna;144.500000;https://sportnetit.com/brooks-glycerin-19-w-086-120343.html;https://sportnetit.com/pub/media/catalog/product/g/l/glycerin-19-donna-120343-086-black-primerose.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma,Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km,21-42 km,42 km ed Oltre;40-60 kg,Sopra 60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
46490;Brooks;Brooks Ghost 13 Donna Ice Flow-Pink Pond;Donna;119.000000;https://sportnetit.com/brooks-ghost-13-w-154-120338.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-ghost-13-donna-120338-154-iceflow-pink-pond.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 40 kg,40-60 kg,Sopra 60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
46489;Brooks;Brooks Ghost 13 Donna Black;Donna;119.000000;https://sportnetit.com/brooks-ghost-13-w-072-120338.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-ghost-13-donna-120338-072-black.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 40 kg,40-60 kg,Sopra 60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
46488;Brooks;Brooks Adrenaline GTS 21 Donna Black-Ebony;Donna;126.000000;https://sportnetit.com/brooks-adrenaline-gts-21-w-054-120329.html;https://sportnetit.com/pub/media/catalog/product/a/d/adrenaline-gts-21-donna-120329-054-black-ebony.jpg;Pronazione;(A4) Ammortizzata-Stabile;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 40 kg,40-60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
